,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,user_anon
600,0,0,0,1,675,0,0,0,0,nord lead ,2x ,Aguilar242,Navarra,11/08/2022,29/09/2022,1/9/2022,428,861
601,0,0,0,1,6000,0,0,0,0,moog,moog one 8 ,Alejandro,León,30/08/2022,29/10/2022,1/9/2022,118,912
602,0,0,0,1,1890,0,0,0,0,korg,mini korg 700 fs tambien cambios ,moog1406,Girona,11/05/2022,22/09/2022,1/9/2022,688,637
603,0,0,0,1,375,0,0,0,0,-,casiotone 701 ,moog1406,Girona,22/10/2021,27/09/2022,1/9/2022,1039,637
604,0,0,0,1,115,0,0,0,0,instruments,clon de mutable instruments frames ,moogi,Cádiz,22/07/2022,01/10/2022,1/9/2022,296,539
605,0,0,0,1,300,0,0,0,0,-,piano electrico vertical thomann dp- 51 ,Felix,Barcelona,13/07/2022,11/09/2022,1/9/2022,254,504
606,0,0,0,1,45,0,0,0,0,cre8audio,cre8audio chipz ,Øliveira,Pontevedra,01/09/2022,31/10/2022,1/9/2022,14,964
607,0,0,0,1,410,0,0,0,0,modular,eloquencer winter modular ,dce,Sevilla,04/08/2022,03/10/2022,1/9/2022,216,300
608,0,0,0,1,111111,0,0,0,0,-,material a la venta en moogchild synthdrome ,Moogchild Synthdrome,Madrid,18/03/2021,18/09/2022,1/9/2022,20138,2019
609,0,0,0,1,1100,0,0,0,0,nord stage ,piano clavia rev c 88 teclas ,jordipares3,Girona,18/08/2022,21/09/2022,1/9/2022,390,1126
610,0,0,0,1,180,0,0,0,0,decksaver,arturia drumbrute impact + decksaver ,Tangential,León,11/07/2022,09/09/2022,1/9/2022,247,1031
611,0,0,0,1,40,0,0,0,0,midi,teclado midi 61 teclas ,Tellie,Murcia,27/07/2022,25/09/2022,1/9/2022,208,607
612,0,0,0,1,140,0,0,0,0,4ms,4ms row power ,gorum,Tarragona,12/03/2022,28/09/2022,1/9/2022,465,554
613,0,0,0,1,80,0,0,0,0,eurorack,audiothingies ced tuner afinador eurorack ,insula,Madrid,29/06/2022,11/09/2022,1/9/2022,298,652
614,0,0,0,1,600,0,0,0,0,yamaha,yamaha ex5 ,molossus,Cádiz,18/04/2022,03/10/2022,1/9/2022,639,901
615,0,0,0,1,500,0,0,0,0,yamaha,yamaha mo6 ,Luis,Madrid,18/08/2022,20/10/2022,1/9/2022,192,413
616,0,0,0,1,330,0,0,0,0,-,keylab 49 mk2 negro ,minahonda,Madrid,08/01/2022,28/09/2022,1/9/2022,1100,943
617,0,0,0,1,300,0,0,0,0,yamaha,yamaha rm1x ,Álvaro,Sevilla,28/08/2022,27/10/2022,1/9/2022,108,741
618,0,0,0,1,50,0,0,0,0,korg,korg pa2x - pa 3x tarjeta ram 128mb - manual de operario korg pa2x ,SINTEXIA,Córdoba,19/07/2022,17/09/2022,1/9/2022,184,613
619,0,0,0,1,825,0,0,0,0,-,leslie 760 n autónomo ,windbass,Zaragoza,16/06/2020,24/09/2022,1/9/2022,1903,859
620,0,0,0,1,59,0,0,0,0,yamaha,yamaha vrc 106 data rom ,moog1406,Girona,30/06/2021,26/09/2022,1/9/2022,346,637
621,0,0,0,1,100,0,0,0,0,modular,korg volca modular ,Caradusanto,Málaga,25/07/2022,23/09/2022,1/9/2022,212,1141
622,0,0,0,1,1969,0,0,0,0,korg,korg minikorg 700 fs - nuevo ,moog1406,Girona,27/05/2022,15/09/2022,1/9/2022,514,637
623,0,0,0,1,1250,0,0,0,0,yamaha,piano yamaha cpv-301 ,Laura,Barcelona,30/08/2022,29/10/2022,1/9/2022,78,501
624,0,0,0,1,15,0,0,0,0,-,thomann keyboard bag 6 ,uprefer,Barcelona,21/11/2021,25/09/2022,1/9/2022,966,761
625,0,0,0,1,180,0,0,0,0,korg,secuenciador korg sq64 ,Rampant,Granada,01/09/2022,30/10/2022,1/9/2022,148,723
626,0,0,0,1,800,0,0,0,0,kawai,kawai vpc1 ,JAVI7571,Sevilla,01/06/2022,14/10/2022,1/9/2022,469,510
627,0,0,0,1,280,0,0,0,0,yamaha,yamaha kx-8 ,DrTek,Barcelona,25/04/2022,13/09/2022,1/9/2022,1833,474
628,0,0,0,1,145,0,0,0,0,modular,2 buses y fuente para modular la caja sale gratis ,gatovertical,Barcelona,09/02/2019,09/09/2022,1/9/2022,4516,1285
629,0,0,0,1,480,0,0,0,0,electribe,electribe esx-1 sd ,FukThor,Toledo,18/08/2022,18/10/2022,1/9/2022,114,707
630,0,0,0,1,900,0,0,0,0,-,op-1 2021 segunda generación ,Daniel B García,Murcia,20/07/2022,18/09/2022,1/9/2022,292,1434
631,1,0,0,1,600,0,0,0,0,hammond,korg cx3 70's hammond ,BuenMambo,Madrid,31/07/2022,28/09/2022,1/9/2022,504,886
632,0,0,0,1,25,0,0,0,0,akai,akai lpd 8 ,emilguitar,Badajoz,23/07/2022,21/09/2022,1/9/2022,206,1075
633,0,0,0,1,255,0,0,0,0,instruments,mutable instruments clouds ,Jabas,Araba,06/08/2021,29/09/2022,1/9/2022,1287,481
634,0,1,0,0,0,0,0,0,0,-,"sintetizadores antiguos averiados, no importa el estado ",Moogchild Synthdrome,Madrid,07/10/2019,18/09/2022,1/9/2022,2422,2019
635,0,0,0,1,840,0,0,0,0,nord lead ,clavia a1 ,solotronik,Málaga,20/11/2021,23/09/2022,1/9/2022,3721,1108
636,0,0,0,1,349,0,0,0,0,novation,novation drum station v2 ,moog1406,Girona,01/02/2022,17/10/2022,1/9/2022,870,637
637,0,0,0,1,90,0,0,0,0,doepfer,doepfer a-199 spring reverb vintage edition ,selimorgan,Valencia,29/07/2022,30/09/2022,1/9/2022,332,1073
638,0,0,0,1,225,0,0,0,0,arturia,arturia keylab essential 61 black ,yoquese,Madrid,17/10/2021,26/09/2022,1/9/2022,1165,779
639,0,0,0,1,165,0,0,0,0,roland,roland t-8 aira compact beat machine ,Ana Graciela,Alicante,11/08/2022,07/10/2022,1/9/2022,332,1096
640,0,0,0,1,700,0,0,0,0,kawai,piano digital kawai ca-91 ,VivianGirl,Barcelona,28/08/2022,27/10/2022,1/9/2022,107,1019
641,0,0,0,1,550,0,0,0,0,kawai,piano digital kawai cn25 ,Rosa,Alicante,11/08/2022,13/10/2022,1/9/2022,188,405
642,0,0,0,1,0,0,0,0,0,eurorack,todos mis módulos eurorack ,Dinius,Málaga,13/11/2021,20/10/2022,1/9/2022,5949,620
643,0,0,0,1,95,0,0,0,0,doepfer,doepfer a-156 vintage edition ,moog1406,Girona,10/05/2022,25/09/2022,1/9/2022,398,637
644,0,0,0,1,400,0,0,0,0,vermona,vermona drm1 mk2 ,evano,Barcelona,31/08/2022,30/10/2022,1/9/2022,60,537
645,0,0,0,1,1169,0,0,0,0,roland,roland jupiter xm ,moog1406,Girona,10/05/2022,13/09/2022,1/9/2022,826,637
646,0,0,0,1,245,0,0,0,0,u-he,módulo u-he cvilazation ,Sergi,Alicante,19/07/2022,18/09/2022,1/9/2022,330,506
647,0,0,0,1,150,0,0,0,0,korg,korg 05r w – módulo sintetizador ,alcachofazul,Madrid,29/07/2022,25/09/2022,1/9/2022,392,1261
648,0,1,0,0,0,0,0,0,0,roland,tarjeta roland sr-jv80-15 ,cchhuuss,Barcelona,11/08/2022,13/10/2022,1/9/2022,82,870
649,0,0,0,1,12,0,0,0,0,yamaha,"phat analog iii para yamaha motif xs, motif xf, moxf, montage y modx ",bicho,Madrid,13/01/2020,10/09/2022,1/9/2022,1164,517
650,0,0,0,1,220,0,0,0,0,yamaha,yamaha sy 55 ,impact,Barcelona,14/07/2022,12/09/2022,1/9/2022,411,638
651,0,0,0,1,65,0,0,0,0,doepfer,doepfer a-130-8 ,Valentín,Asturias,11/08/2022,30/10/2022,1/9/2022,164,965
652,0,0,0,1,200,0,0,0,0,roland,roland r8 caja de ritmos ,moog1406,Girona,08/06/2022,22/09/2022,1/9/2022,592,637
653,0,0,0,1,110,0,0,0,0,behringer,behringer 960 sequential controller ,moogi,Cádiz,22/07/2022,01/10/2022,1/9/2022,725,539
654,0,0,0,1,1600,0,0,0,0,origin,arturia origin desktop en perfecto estado ,styl_brother,Lleida,04/08/2021,02/09/2022,1/9/2022,2249,1313
655,0,0,0,1,580,0,0,0,0,virus,acces virus c ,maldito_DB,Asturias,11/06/2022,24/09/2022,1/9/2022,1062,975
656,0,1,0,0,0,0,0,0,0,komplete,komplete kontrol s61 mk2 vapor gray ,theheadwires,Sevilla,31/08/2022,30/10/2022,1/9/2022,64,1277
657,0,0,0,1,550,0,0,0,0,roland,roland d50 d-50 sintetizador ,Synthaddict,Madrid,18/08/2022,30/09/2022,1/9/2022,330,1151
658,0,0,0,1,35,0,0,0,0,-,taburete de tambor acolchado ,Tana,Barcelona,20/04/2021,24/09/2022,1/9/2022,699,388
659,1,1,0,0,0,0,0,0,0,korg,korg monopoly ,Vcs3,Baleares,11/08/2022,07/10/2022,1/9/2022,192,351
660,0,0,0,1,200,0,0,0,0,yamaha,yamaha cs1x ,sergiommms,A Coruña,17/04/2022,30/09/2022,1/9/2022,763,1091
661,0,1,0,0,0,0,0,0,0,pearl,módulos de percusión pearl sc 20 - sc 40 o drum x ,samplerman44,Valencia,06/03/2022,22/10/2022,1/9/2022,328,1176
662,0,0,0,1,489,0,0,0,0,arturia,arturia minibrute 2 noir ,moog1406,Girona,27/05/2022,25/09/2022,1/9/2022,860,637
