,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,user_anon
223,0,0,0,1,389,0,0,0,0,roland,roland mv30 ,Francisco Rivera,Madrid,24/12/2021,23/09/2022,1/9/2022,1988,1569
224,0,0,0,0,0,1,0,0,0,-,ms20 mini keyboard ,Musiqueur,Granada,27/08/2022,26/10/2022,1/9/2022,280,976
225,0,0,0,1,975,0,0,0,0,decksaver,teenage enginering + decksaver + funda ,moog1406,Girona,25/05/2022,27/09/2022,1/9/2022,366,637
226,0,0,0,1,1050,0,0,0,0,kodamo,kodamo essence fm – sintetizador multitímbrico fm ,alcachofazul,Madrid,12/07/2022,25/09/2022,1/9/2022,544,1261
227,0,0,0,1,55,0,0,0,0,doepfer,doepfer a 101 2 lpg vactrol lowpasgate ,Øliveira,Pontevedra,27/08/2022,30/09/2022,1/9/2022,89,964
228,0,0,0,1,100,0,0,0,0,maschine,maschine mk i ,drumax,Valencia,26/04/2020,28/09/2022,1/9/2022,2504,657
229,0,0,0,1,4990,0,0,0,0,system,system ,angelmahon,Valencia,18/08/2022,17/10/2022,1/9/2022,370,1050
230,0,0,0,1,180,0,0,0,0,eurorack,doboz touch sensing note memory eurorack ,insula,Madrid,29/06/2022,11/09/2022,1/9/2022,292,652
231,0,0,0,1,145,0,0,0,0,chronograf,frequency central chronograf ,moog1406,Girona,27/01/2022,30/10/2022,1/9/2022,424,637
232,0,0,0,1,75,0,0,0,0,doepfer,doepfer a189-1 ,moog1406,Girona,10/06/2021,26/09/2022,1/9/2022,472,637
233,0,0,0,1,1700,0,0,0,0,-,eminent solina string ensemble mk 1 ,moral97,Baleares,04/07/2021,17/09/2022,1/9/2022,1381,651
234,0,0,0,1,170,0,0,0,0,korg,korg sd-400 signal delay 1978 ,selimorgan,Valencia,08/05/2022,30/09/2022,1/9/2022,932,1073
235,0,0,0,1,205,0,0,0,0,befaco,befaco crush delay ,moog1406,Girona,04/06/2021,20/09/2022,1/9/2022,408,637
236,0,0,0,1,325,0,0,0,0,teenage engineering ,op-z ,Miles,Girona,08/03/2022,29/09/2022,1/9/2022,1350,506
237,0,0,0,1,345,0,0,0,0,-,jen sx-2000 synthetone ,Cobe,Madrid,04/07/2022,02/09/2022,1/9/2022,398,377
238,0,0,0,1,400,0,0,0,0,polyend,polyend tracker ,Garz,Lugo,18/08/2022,17/10/2022,1/9/2022,126,404
239,0,0,0,1,260,0,0,0,0,novation,novation mininova ,Andebol,Pontevedra,17/03/2022,29/09/2022,1/9/2022,1022,693
240,0,0,0,1,350,0,0,0,0,roland,sintetizador roland boutique se-02 ,Jose Armando,Sevilla,20/07/2022,18/09/2022,1/9/2022,522,1139
241,0,0,0,1,360,0,0,0,0,waldorf,waldorf blofeld desktop negro + licencia sl ,afro.funk,Barcelona,31/05/2021,28/09/2022,1/9/2022,826,906
242,0,0,0,1,350,0,0,0,0,yamaha,piano midi yamaha p-95 ,Teresa Velasco Navarro,Madrid,04/08/2022,04/10/2022,1/9/2022,234,2122
243,0,0,0,1,120,0,0,0,0,alesis,alesis v61 + soporte de tijera ,BassDrumsRecords,Madrid,11/08/2022,01/10/2022,1/9/2022,218,1638
244,0,0,0,1,3249,0,0,0,0,-,sequential prophet x ,Storm,Bizkaia,18/12/2020,01/10/2022,1/9/2022,3805,533
245,0,0,0,1,850,0,0,0,0,kawai,piano eléctrico de escenario kawai mp-5 + fligth case ,viticli,Madrid,11/07/2022,25/09/2022,1/9/2022,249,756
246,0,0,1,0,0,0,0,0,0,mpc,mpc live2 x one ,vulgatron,Madrid,31/07/2022,08/09/2022,1/9/2022,162,994
247,0,0,0,1,400,0,0,0,0,critter,critter & guitari organelle ,Ig_Pe,Zaragoza,21/06/2022,30/10/2022,1/9/2022,236,452
248,0,0,0,1,150,0,0,0,0,befaco,befaco vc adsr ,Claude_Chabrol,Barcelona,09/05/2022,30/09/2022,1/9/2022,196,1384
249,0,0,0,1,100,0,0,0,0,-,nuevo a estrenar soporte para 2 teclados quicklok sl-8 ,Frank,Barcelona,08/11/2021,19/10/2022,1/9/2022,623,498
250,0,1,0,0,0,0,0,0,0,behringer,behringer vc340 ,indra-tronic,Madrid,25/08/2022,30/09/2022,1/9/2022,172,1226
251,0,0,0,1,379,0,0,0,0,roland,roland eg 101 ,moog1406,Girona,08/06/2021,08/10/2022,1/9/2022,1012,637
252,0,0,0,1,80,0,0,0,0,boss,boss flanger bf3 ,Metrolike,Málaga,17/05/2022,04/10/2022,1/9/2022,255,940
253,0,0,0,1,1550,0,0,0,0,0,roland v-synth gt 2 0 ,Siete7,Burgos,18/02/2022,27/09/2022,1/9/2022,1475,561
254,0,0,0,1,420,0,0,0,0,moog,moog minitaur ,Japiax,Córdoba,11/08/2022,09/10/2022,1/9/2022,212,605
255,0,0,0,1,420,0,0,0,0,-,varios módulos ,perrointel,Barcelona,29/07/2022,24/09/2022,1/9/2022,550,1092
256,0,0,0,1,20,0,0,0,0,roland,roland mt-32 lista de presets ,Samsimo,Madrid,03/07/2022,25/09/2022,1/9/2022,334,729
257,0,0,0,1,250,0,0,0,0,e-mu,e-mu systems procussion ,Kitarshokak.com,Gipuzkoa,30/08/2022,30/10/2022,1/9/2022,110,1513
258,0,0,0,1,1500,0,0,0,0,-,detachment 3 archangel ,Adrià Gil,Barcelona,11/06/2021,28/09/2022,1/9/2022,3358,924
259,0,0,0,1,300,0,0,0,0,instruments,bastl instruments bit ranger ,guardabrazo,Madrid,21/07/2022,19/09/2022,1/9/2022,368,1170
260,0,0,0,1,311,0,0,0,0,roland,roland tb 03 ,moog1406,Girona,09/05/2022,13/09/2022,1/9/2022,396,637
261,0,0,0,1,900,0,0,0,0,nord lead ,4 rack ,Pai,Madrid,03/08/2022,30/09/2022,1/9/2022,396,282
262,0,0,0,1,499,0,0,0,0,decksaver,roland verselab mv-1 + decksaver ,camidelaigua,Girona,18/07/2022,28/09/2022,1/9/2022,446,1238
263,0,0,0,1,430,0,0,0,0,squarp,squarp pyramid mk1 ,gatovertical,Barcelona,17/05/2022,09/09/2022,1/9/2022,453,1285
264,0,0,0,1,180,0,0,0,0,-,"tarjetas voice crystal 1+2 para sq2 sqr+,sq1+ ",gato737,Barcelona,01/08/2022,28/09/2022,1/9/2022,184,588
265,0,0,0,1,129,0,0,0,0,-,endorphin es airstreamer ,moog1406,Girona,21/01/2022,23/09/2022,1/9/2022,448,637
266,0,0,0,1,95,0,0,0,0,volca,korg volca bass ,Alejandro M. Molina Amador,Málaga,13/07/2022,01/10/2022,1/9/2022,354,2335
267,0,0,0,1,320,0,0,0,0,yamaha,yamaha shs - 200 sintetizador keytar ,Sholo Truth,Madrid,29/08/2022,29/10/2022,1/9/2022,92,1084
268,0,0,0,1,290,0,0,0,0,dynacord,dynacord percuter s v drum triggers ,Synthaddict,Madrid,20/07/2021,30/09/2022,1/9/2022,826,1151
269,0,0,0,1,850,0,0,0,0,moog,sintetizador moog granmother ,Stefano,Barcelona,26/08/2022,25/10/2022,1/9/2022,164,720
270,0,0,0,1,90,0,0,0,0,arturia,arturia keystep black edition ,selimorgan,Valencia,11/08/2022,30/09/2022,1/9/2022,280,1073
271,0,0,0,1,390,0,0,0,0,korg,korg ms20 mini ,Juano,Sevilla,25/08/2022,21/10/2022,1/9/2022,128,509
272,0,0,0,1,400,0,0,0,0,critter,critter & guitari organelle digital synth ,fine,Pontevedra,25/08/2022,22/10/2022,1/9/2022,124,418
273,0,0,0,1,530,0,0,0,0,mpc,akai mpc one ,roy242,Valencia,18/08/2022,28/09/2022,1/9/2022,296,498
274,0,0,0,1,30,0,0,0,0,audio,libros de desarrollo de plugins y audio ,Kevin Smith,Alicante,20/02/2022,29/09/2022,1/9/2022,557,1058
275,0,0,0,1,545,0,0,0,0,roland,roland tr 8s ,moog1406,Girona,17/02/2022,17/10/2022,1/9/2022,928,637
276,0,0,0,1,1990,0,0,0,0,odyssey,arp odyssey mkiii ,moog1406,Girona,15/07/2021,30/10/2022,1/9/2022,1065,637
277,0,0,0,1,40,0,0,0,0,eurorack,filtro eurorack magerit vcf ,Pablo M. - Sullibass,Zaragoza,25/08/2022,01/10/2022,1/9/2022,82,1704
278,0,0,0,1,1300,0,0,0,0,modular,sintetizador modular completo a estrenar ,jaqjen,Madrid,19/02/2022,19/09/2022,1/9/2022,1133,633
279,0,0,0,1,650,0,0,0,0,oberheim,teclado controlador oberheim mc 3000 ,dreamtopia,Badajoz,25/08/2022,22/10/2022,1/9/2022,216,1062
280,0,0,0,1,130,0,0,0,0,emu,emu proteus 1 – sintetizador en rack ,alcachofazul,Madrid,29/07/2022,25/09/2022,1/9/2022,360,1261
281,1,0,0,1,20,0,0,0,0,yamaha,yamaha psr 3000 - librería para ni kontakt ,Zyon35,Córdoba,01/06/2022,18/09/2022,1/9/2022,207,536
282,0,0,0,1,320,0,0,0,0,roland,roland jp-8000 ,DJ KARBO,Baleares,25/08/2022,23/10/2022,1/9/2022,450,541
283,0,0,0,1,69,0,0,0,0,-,tip top mix z ,moog1406,Girona,21/06/2021,08/10/2022,1/9/2022,407,637
284,0,0,0,1,25,0,0,0,0,akai,akai cd-rom sound library mpc2000xl vol 1 ,paugui,Sevilla,22/09/2021,12/09/2022,1/9/2022,342,651
285,0,0,0,1,650,0,0,0,0,instruments,mutable instruments ambika ,Dmode,Barcelona,18/08/2022,20/10/2022,1/9/2022,186,489
286,0,0,0,1,204,0,0,0,0,-,endorphin es godspeed + ,moog1406,Girona,19/01/2022,23/09/2022,1/9/2022,457,637
287,0,0,0,1,79,0,0,0,0,doepfer,doepfer a-160 -5v clock multiplier ,moog1406,Girona,10/05/2022,13/09/2022,1/9/2022,339,637
288,0,0,0,1,1,0,0,0,0,wmd make noise erica synth ,sistema modular euroack mutable instruments ,Imox,Sevilla,18/08/2022,27/09/2022,1/9/2022,583,413
289,0,0,0,1,350,0,0,0,0,korg,teclado korg ds-8 1986 ,Kevin,Murcia,21/02/2022,09/09/2022,1/9/2022,814,509
290,0,0,0,1,200,0,0,0,0,instruo,instruo ts-l ,Al,Barcelona,20/07/2022,18/09/2022,1/9/2022,196,173
291,0,0,0,1,115,0,0,0,0,-,transient modules 8s sequencer ,moog1406,Girona,21/12/2021,04/09/2022,1/9/2022,379,637
292,0,0,0,1,179,0,0,0,0,korg,korg kossilator pro ,moog1406,Girona,20/05/2022,23/09/2022,1/9/2022,411,637
293,0,0,0,1,150,0,0,0,0,yamaha,yamaha rm50 versión rack de ry30 ,CHOSKY_17,Valladolid,16/07/2022,14/09/2022,1/9/2022,352,664
294,0,0,0,1,145,0,0,0,0,frequency,frequency central bartos flur ii ,moog1406,Girona,27/01/2022,08/10/2022,1/9/2022,394,637
295,0,0,0,1,800,0,0,0,0,yamaha,yamaha sy99 ,chinog,Madrid,18/08/2022,18/10/2022,1/9/2022,198,632
296,0,0,0,1,480,0,0,0,0,yamaha,piano digital yamaha p140 en sevilla ,Bachh,Sevilla,27/07/2022,25/09/2022,1/9/2022,246,470
297,0,1,0,0,0,0,0,0,0,roland,roland xp50 averiado ,chinog,Madrid,11/08/2022,13/10/2022,1/9/2022,134,632
298,0,0,0,1,10,0,0,0,0,korg,funda cubrepolvo a la medida para korg monopoly ,grizzvolga,Madrid,17/07/2022,26/09/2022,1/9/2022,308,1103
299,0,0,0,1,380,0,0,0,0,dreadbox,dreadbox hypnosis ,Dmode,Barcelona,12/02/2022,20/09/2022,1/9/2022,851,489
300,0,0,0,1,350,0,0,0,0,-,intellijel shapeshifter ,liradigital MRF,Madrid,12/07/2022,01/10/2022,1/9/2022,352,1419
301,0,0,0,1,1750,0,0,0,0,-,amplificador type leslie 142 145 ,windbass,Zaragoza,14/05/2021,21/09/2022,1/9/2022,1454,859
302,0,1,0,0,0,0,0,0,0,yamaha,yamaha psr-sx 600 ,guingo,Albacete,18/08/2022,29/09/2022,1/9/2022,164,649
303,0,0,0,1,600,0,0,0,0,yamaha,"yamaha moxf 6, ",morcillero,Barcelona,16/07/2022,14/09/2022,1/9/2022,396,1080
304,0,0,0,1,899,0,0,0,0,elektron,elektron analog keys nuevo ,Albornozz,Madrid,13/03/2022,30/09/2022,1/9/2022,1486,961
305,0,0,0,1,700,0,0,0,0,kawai,kawai ca 91 ,VivianGirl,Barcelona,27/03/2022,23/10/2022,1/9/2022,312,1019
306,0,0,0,1,650,0,0,0,0,roland,roland alpha juno 1 ,finaldesousa,Barcelona,18/08/2022,16/10/2022,1/9/2022,261,1278
307,0,0,0,1,49,0,0,0,0,korg,korg t3 lcd ,FranZiskAner,Barcelona,28/08/2022,27/10/2022,1/9/2022,42,1198
308,0,0,0,1,1450,0,0,0,0,virus,access virus ti2 ,NoRes,Barcelona,30/08/2022,29/10/2022,1/9/2022,130,487
309,0,0,0,1,60,0,0,0,0,m-audio,m-audio oxygen pro mini ,RCZ,Sevilla,28/08/2022,27/10/2022,1/9/2022,128,239
310,0,0,0,1,490,0,0,0,0,midi,nerdseq y midi expander ,mikel,Barcelona,10/07/2022,08/09/2022,1/9/2022,272,530
311,0,0,0,1,50,0,0,0,0,midi,lemi midi mixer ,moog1406,Girona,08/06/2022,08/10/2022,1/9/2022,392,637
312,0,0,0,1,2950,0,0,0,0,system,dreadbox white line system ,angelmahon,Valencia,18/08/2022,17/10/2022,1/9/2022,292,1050
313,0,0,0,1,100,0,0,0,0,eurorack,varios módulos eurorack ,afx10101,Madrid,09/06/2022,09/10/2022,1/9/2022,1168,562
314,0,0,0,1,550,0,0,0,0,roland,roland gw8l ,Analogik,Madrid,03/11/2021,06/10/2022,1/9/2022,668,806
315,0,0,0,1,80,0,0,0,0,doepfer,eurorack doepfer wasp filter black and yellow ,siropene,Madrid,25/08/2022,28/09/2022,1/9/2022,104,869
316,0,0,0,1,399,0,0,0,0,-,sintetizador analogico ,jmgg,Tarragona,21/04/2022,01/10/2022,1/9/2022,1932,421
317,0,0,0,1,110,0,0,0,0,-,sintes y mucho más ,clavinord,Madrid,25/08/2022,26/09/2022,1/9/2022,695,962
318,0,0,0,1,300,0,0,0,0,-,shuttle control ,Carlos,Barcelona,18/08/2022,28/09/2022,1/9/2022,172,612
319,0,0,0,1,2500,0,0,0,0,0,cirklon v1 0 ,ak-47,Barcelona,07/07/2022,05/09/2022,1/9/2022,461,356
320,0,0,0,1,2500,0,0,0,0,system,system v1 ,angelmahon,Valencia,29/08/2022,28/10/2022,1/9/2022,165,1050
321,1,0,0,1,70,0,0,0,0,behringer,teclado maestro behringer umx490 ,Blackbird Studios Bcn,Barcelona,12/06/2022,29/09/2022,1/9/2022,266,1980
322,0,0,0,1,160,0,0,0,0,midi,befaco midi thing ,Claude_Chabrol,Barcelona,01/08/2022,30/09/2022,1/9/2022,189,1384
323,0,0,0,1,195,0,0,0,0,kurzweil,kurzweil micropiano ,Syntetic,Alicante,29/08/2022,28/10/2022,1/9/2022,112,851
324,0,0,0,1,38,0,0,0,0,yamaha,bolsa blanda para sintetizador yamaha mx49 o similar ,JavierB,Alicante,25/08/2022,22/10/2022,1/9/2022,104,675
325,0,0,0,1,5500,0,0,0,0,roland,roland tr 808 ,moog1406,Girona,16/12/2021,30/10/2022,1/9/2022,668,637
326,0,0,0,1,60,0,0,0,0,the,órgano hammond the sounder rebajado! ,sirgo,Cantabria,28/07/2022,26/09/2022,1/9/2022,542,548
327,0,1,0,0,0,0,0,0,0,kurzweil,kurzweil pc4 ,femagon,Ciudad Real,28/07/2022,28/10/2022,1/9/2022,82,733
328,0,0,0,1,519,0,0,0,0,modular,winter modular eloquencer ,moog1406,Girona,23/11/2021,08/10/2022,1/9/2022,628,637
329,0,0,0,1,100,0,0,0,0,iomega,zip scsi iomega ,Javier gutierrez,Málaga,25/08/2022,23/10/2022,1/9/2022,134,1634
330,0,0,0,1,160,0,0,0,0,-,temps utile ,Aiko N.,Valencia,01/07/2022,05/09/2022,1/9/2022,494,544
331,0,0,0,1,825,0,0,0,0,roland,roland vr700 v-combo ,amenstudios,Sevilla,12/04/2017,30/09/2022,1/9/2022,6463,1196
332,0,0,0,1,750,0,0,0,0,kawai,kawai vpc1 en perfecto estado ,Bachh,Granada,23/07/2022,21/09/2022,1/9/2022,399,470
333,0,0,0,1,650,0,0,0,0,-,sintetizador ver­mona drm1 mk3 trigger ,Mario,Cantabria,22/07/2022,27/09/2022,1/9/2022,198,504
334,0,0,0,1,135,0,0,0,0,0,bastl instruments micro granny 2 0 ,guardabrazo,Madrid,21/07/2022,19/09/2022,1/9/2022,497,1170
335,0,0,0,1,200,0,0,0,0,monome,monome 40h ,alfred,Madrid,14/07/2021,28/10/2022,1/9/2022,591,622
336,0,0,0,1,1290,0,0,0,0,korg,korg sq10 secuenciador ,moog1406,Girona,10/06/2022,04/09/2022,1/9/2022,573,637
337,0,0,0,1,399,0,0,0,0,korg,"sinte korg ms-20 mini "" nuevo"" ",Dani,Alicante,04/08/2022,27/09/2022,1/9/2022,304,380
338,0,0,0,1,40,0,0,0,0,doepfer,doepfer switched multiple a-182-1 ,Pablo M. - Sullibass,Zaragoza,25/08/2022,01/10/2022,1/9/2022,96,1704
339,0,0,0,1,450,0,0,0,0,modular,módulos befaco sinte modular ,Pablo Thonon,Madrid,30/08/2021,11/10/2022,1/9/2022,2264,1156
340,0,0,0,1,300,0,0,0,0,-,tessseract tukra ,FZappy,Barcelona,02/08/2022,01/10/2022,1/9/2022,187,602
341,0,0,0,1,550,0,0,0,0,elektron,elektron digitone ,Hispalaka,S.C. de Tenerife,02/08/2022,25/10/2022,1/9/2022,112,910
342,0,0,0,1,1690,0,0,0,0,kurzweil,piano digital kurzweil x-pro up 88 teclas ,airbag2004,Madrid,23/07/2021,29/09/2022,1/9/2022,1272,812
343,0,0,0,1,150,0,0,0,0,-,box11 cabinet mas laterales ,FZappy,Barcelona,22/05/2022,29/09/2022,1/9/2022,430,602
344,0,0,0,1,60,0,0,0,0,behringer,behringer 121 dual vcf ,Wallace,La Rioja,23/06/2022,24/10/2022,1/9/2022,276,697
345,0,0,0,1,1400,0,0,0,0,kurzweil,kurzweil forte 88 teclas ,frascuelillo,Córdoba,08/01/2022,14/10/2022,1/9/2022,662,1285
346,0,0,0,1,180,0,0,0,0,-,ableton push - primera versión ,renderga,A Coruña,27/07/2022,25/09/2022,1/9/2022,277,840
347,0,0,0,1,240,0,0,0,0,-,studiologic numa compact 2 impecable sin uso ,Armando Ferrer,Madrid,25/08/2022,23/10/2022,1/9/2022,258,1352
348,0,0,0,1,100,0,0,0,0,cme,teclado controlador midi cme xkey 25 silver + cme supernova para el transporte ,Barpe,Las Palmas,23/04/2021,28/10/2022,1/9/2022,862,490
349,0,0,0,1,199,0,0,0,0,audio,antimatter audio crossfold ,Storm,Bizkaia,07/10/2021,29/09/2022,1/9/2022,525,533
350,0,0,0,1,195,0,0,0,0,-,twisted electrons cells ,moog1406,Girona,16/06/2021,25/09/2022,1/9/2022,368,637
351,0,0,0,1,1600,0,0,0,0,nord electro ,clavia 6d 73 + funda ,Jacob,Madrid,11/08/2022,30/09/2022,1/9/2022,558,479
352,0,0,0,1,315,0,0,0,0,e-mu,e-mu orbit v2 9090 ,Cobe,Madrid,04/07/2022,02/09/2022,1/9/2022,302,377
353,0,0,0,1,950,0,0,0,0,yamaha,yamaha motif xs 6 ,jasynth,Madrid,16/12/2019,28/09/2022,1/9/2022,4725,769
354,0,0,0,1,625,0,0,0,0,akai,akai s6000 v2 ,moog1406,Girona,18/02/2021,30/10/2022,1/9/2022,3459,637
355,0,0,0,1,265,0,0,0,0,korg,teclado korg x3 ,Javi,Girona,03/04/2022,25/09/2022,1/9/2022,906,394
356,0,0,0,1,600,0,0,0,0,-,leslie 322 ,Ocean Clusters,Alicante,28/05/2022,21/09/2022,1/9/2022,748,1371
357,0,0,0,1,300,0,0,0,0,roland,roland rs-5 ,Julio Prada,Madrid,25/08/2022,21/10/2022,1/9/2022,159,1035
358,0,0,0,1,2650,0,0,0,0,-,sequential prophet x ,raul,Cádiz,29/07/2022,28/09/2022,1/9/2022,520,436
359,0,0,0,1,390,0,0,0,0,roland,roland kc 200 ,moog1406,Girona,22/04/2022,30/10/2022,1/9/2022,390,637
360,0,0,0,1,220,0,0,0,0,akai,akai mpk61 ,Marc,Barcelona,04/07/2022,02/09/2022,1/9/2022,311,387
361,0,0,0,1,240,0,0,0,0,waldorf,waldorf streichfett ,Hogart,Barcelona,18/08/2022,26/09/2022,1/9/2022,220,613
362,0,0,0,1,139,0,0,0,0,-,endorphin milky way ,moog1406,Girona,05/03/2021,20/09/2022,1/9/2022,609,637
363,0,0,0,1,53,0,0,0,0,doepfer,doepfer a 116 vc waveform processor ,moog1406,Girona,31/03/2022,08/10/2022,1/9/2022,318,637
364,0,0,0,1,350,0,0,0,0,odyssey,behringer odyssey envío incluido ,moogi,Cádiz,25/08/2022,01/10/2022,1/9/2022,353,539
365,0,0,0,1,300,0,0,0,0,-,kurzweill k2500 teclado ,drtikov,Baleares,28/08/2022,27/10/2022,1/9/2022,116,771
366,0,0,0,1,144,0,0,0,0,-,endorphin es total recall ,moog1406,Girona,20/01/2022,08/10/2022,1/9/2022,425,637
367,0,0,0,1,135,0,0,0,0,novation,novation launchkey 37 mk3 ,Miguel Espinosa,Madrid,30/07/2022,28/09/2022,1/9/2022,236,1477
368,0,0,0,1,20,0,0,0,0,kurzweil,extras kurzweil k2000 ,herrhafen,Zaragoza,06/04/2022,15/09/2022,1/9/2022,1438,947
369,0,0,0,1,300,0,0,0,0,waldorf,waldorf blofeld black edition ,Kevin Teucilide,Barcelona,10/02/2022,14/10/2022,1/9/2022,504,1461
370,0,0,0,1,110,0,0,0,0,yamaha,teclado yamaha psr-e263 ,Juda$,Barcelona,03/10/2021,17/09/2022,1/9/2022,752,424
371,0,1,0,0,0,0,0,0,0,roland,laterales de aluminio para roland system-8 ,mentemodular,Gipuzkoa,09/07/2022,29/09/2022,1/9/2022,186,1293
372,0,0,0,1,350,0,0,0,0,yamaha,yamaha tx7 ,Syntetic,Alicante,29/08/2022,28/10/2022,1/9/2022,108,851
373,0,0,0,1,95,0,0,0,0,-,maleta flight-case - estuche para teclado ,Javi,Girona,04/08/2022,25/09/2022,1/9/2022,158,394
374,0,0,0,1,90,0,0,0,0,roland,roland sc-33 ,Samsimo,Madrid,15/05/2022,25/09/2022,1/9/2022,597,729
375,0,0,0,1,4500,0,0,0,0,alesis,alesis andromeda a6 ,moog1406,Girona,13/07/2021,27/09/2022,1/9/2022,976,637
376,0,0,0,1,200,0,0,0,0,novation,novation bass station rack ,alkalabp,Valencia,30/09/2021,22/09/2022,1/9/2022,1688,824
377,0,0,0,1,1750,0,0,0,0,yamaha,yamaha motif xf8 ,cursosdemusica,Madrid,30/07/2022,21/09/2022,1/9/2022,374,1514
378,0,0,0,1,320,0,0,0,0,waldorf,waldorf pulse 2 ,flake02,Madrid,28/04/2022,30/10/2022,1/9/2022,782,613
379,0,0,0,1,169,0,0,0,0,befaco,befaco muxlicer ,moog1406,Girona,27/01/2022,30/10/2022,1/9/2022,314,637
380,0,0,0,1,149,0,0,0,0,-,error box adm03 ,moog1406,Girona,09/06/2021,04/09/2022,1/9/2022,427,637
381,0,0,1,0,0,0,0,0,0,-,ginkosynthese samplerslicer ,gorum,Tarragona,12/03/2022,28/09/2022,1/9/2022,504,554
382,0,0,0,1,55,0,0,0,0,casio,casio vl-tone vl-1 ,eTorr,León,01/04/2021,17/09/2022,1/9/2022,1084,524
383,0,0,0,1,5300,0,0,0,0,hammond,hammond c3 1961 chop down portable ,windbass,Zaragoza,28/12/2018,01/10/2022,1/9/2022,4560,859
384,0,0,0,1,25,0,0,0,0,yamaha,analog xperience para yamaha modx y montage ,bicho,Madrid,21/09/2019,10/09/2022,1/9/2022,2118,517
385,0,0,0,1,200,0,0,0,0,waldorf,sintetizador waldorf streichfett string machine ,Rampant,Granada,31/08/2022,30/10/2022,1/9/2022,76,723
386,0,0,0,1,285,0,0,0,0,korg,korg minilogue ,o_ak,Albacete,07/02/2022,03/10/2022,1/9/2022,1800,410
387,0,0,0,1,125,0,0,0,0,tiptop audio ,hats808 ,moog1406,Girona,07/04/2022,29/10/2022,1/9/2022,491,637
388,0,0,0,1,1050,0,0,0,0,virus,virus ti 2 desktop ,dorremifasol,Barcelona,26/08/2022,29/09/2022,1/9/2022,286,1287
389,0,0,0,1,110,0,0,0,0,poly,casio vl-5 vl1 poly con lector y funda ,ms10,Zaragoza,26/02/2022,29/09/2022,1/9/2022,1047,321
390,0,0,0,1,950,0,0,0,0,korg,"korg ms-20 fs en negro versión montada, no la versión kit ",Ivan,Madrid,26/01/2022,17/10/2022,1/9/2022,466,398
391,0,0,0,1,1950,0,0,0,0,echo,roland echo re501 ,angelmahon,Valencia,29/08/2022,29/10/2022,1/9/2022,168,1050
392,0,0,0,1,200,0,0,0,0,make noise ,wogglebug ,FZappy,Barcelona,11/08/2022,01/10/2022,1/9/2022,142,602
393,0,0,0,1,1200,0,0,0,0,ketron,teclado ketron audya 5 ,Juantxu,Bizkaia,25/08/2022,21/10/2022,1/9/2022,128,751
394,0,0,0,1,600,0,0,0,0,nord lead ,sintetizador virtual analógico ,Chari Martin,Tarragona,17/07/2022,13/09/2022,1/9/2022,483,1138
395,0,0,0,1,200,0,0,0,0,korg,korg 01 wfd ,chinog,Madrid,11/08/2022,13/10/2022,1/9/2022,320,632
396,0,0,0,1,239,0,0,0,0,behringer,behringer wasp deluxe ,moog1406,Girona,30/12/2021,30/10/2022,1/9/2022,936,637
397,0,0,0,1,420,0,0,0,0,moog,moog mother 32 ,Rampant,Granada,01/09/2022,31/10/2022,1/9/2022,30,723
398,0,0,0,1,300,0,0,1,1,mpc,mpc live para o ,thisisprisma,Toledo,03/01/2022,30/10/2022,1/9/2022,998,1312
399,0,0,0,1,1260,0,0,0,0,midi,korg polysix con midi ,Joanic,Baleares,11/08/2022,13/10/2022,1/9/2022,224,596
400,0,0,0,1,180,0,0,1,0,waldorf,waldorf blofeld para ,Kascales,Albacete,05/07/2022,03/09/2022,1/9/2022,590,807
401,0,0,0,1,275,0,0,0,0,atomosynth,mochika x2 atomosynth ,dmfront,Sevilla,31/07/2022,19/09/2022,1/9/2022,386,762
402,0,0,0,1,360,0,0,0,0,behringer,modulos eurorack behringer ,joan cerezo,Barcelona,25/08/2022,28/09/2022,1/9/2022,294,1104
403,0,0,0,1,700,0,0,0,0,access,access matrix programmer ,cvsequencer,Barcelona,03/08/2022,28/09/2022,1/9/2022,407,1188
404,0,0,0,1,450,0,0,0,0,odyssey,korg arp odyssey módulo rev 3 ,Replicante,Barcelona,02/07/2022,27/09/2022,1/9/2022,716,1031
405,0,0,0,1,3500,0,0,0,0,kawai,kawai sx240 ,Jack Jackjack,Barcelona,11/08/2022,10/10/2022,1/9/2022,258,1195
406,0,0,0,1,150,0,0,0,0,-,tc electronics nova delay ,evano,Barcelona,31/08/2022,30/10/2022,1/9/2022,74,537
407,0,0,0,1,260,0,0,0,0,dreadbox,dreadbox hades ,tomiwilli,Madrid,17/01/2022,15/09/2022,1/9/2022,1258,986
408,0,0,0,1,300,0,0,0,0,korg,korg microkorg xl ,pattyco,Valencia,11/08/2022,10/10/2022,1/9/2022,210,772
409,0,0,0,1,35,0,0,0,0,tascam,tascam 246 pinch roller ,NastyMemoryMan,Madrid,20/01/2020,06/09/2022,1/9/2022,931,1444
410,0,0,0,1,450,0,0,0,0,yamaha,sintetizador yamaha sy22 ,conserice,Madrid,16/06/2022,27/10/2022,1/9/2022,288,955
411,0,0,0,1,200,0,0,0,0,delptronics,"delptronics trigger man, ldb 2e, ldb 2x ",liradigital MRF,Madrid,13/07/2022,01/10/2022,1/9/2022,325,1419
