,Unnamed: 0,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,user_anon
479,480,0,0,0,1,1,0,0,0,0,-,basimilus iteritas alter + entity ultra kick ,muzik,Málaga,28/08/2022,27/10/2022,30/8/2022,94,560
480,481,0,0,0,1,540,0,0,0,0,-,"instruo arbhar, síntesis granular módulo eurorack ",rocket,Madrid,26/08/2022,28/09/2022,30/8/2022,108,648
481,482,0,0,0,1,950,0,0,0,0,-,roland fa 08 ,jesuskorgm3,Valencia,23/08/2022,25/09/2022,30/8/2022,192,1149
482,483,0,0,0,1,389,0,0,0,0,-,tip top audio circadian rhythm ,moog1406,Girona,01/06/2022,04/10/2022,30/8/2022,284,637
483,484,0,0,0,1,220,0,0,0,0,-,módulos mutant hihats & mutant bassdrum ,Borsek,Navarra,21/02/2021,20/09/2022,30/8/2022,847,614
484,485,0,0,0,1,349,0,0,0,0,-,doepfer a100lc9 ,moog1406,Girona,17/09/2021,18/09/2022,30/8/2022,522,637
485,486,0,0,0,1,570,0,0,0,0,-,grand piano yamaha dgx 650 ,letsrockit,Barcelona,08/12/2021,27/09/2022,30/8/2022,949,1092
486,487,0,0,0,1,49,0,0,0,0,-,stand digitakt + digitone ultima unidad env incl ,PETZOO,Cádiz,11/06/2019,28/09/2022,30/8/2022,3972,481
487,488,0,0,0,1,150,0,0,0,0,-,kenton pro dcb para roland juno 60 y algunos jupiter 8 ,jesusj,Araba,26/05/2022,25/10/2022,30/8/2022,288,660
488,489,0,0,0,1,235,0,0,0,0,-,befaco rampage ,moog1406,Girona,01/10/2021,25/09/2022,30/8/2022,435,637
489,490,0,0,0,1,4,0,0,0,0,-,módulos eurorack + cables y accesorios ,Jorans,Asturias,09/05/2022,25/09/2022,30/8/2022,1515,621
490,491,0,0,0,1,479,0,0,0,0,-,komplete mkii s49 ,Kristel Manrique sigal,Alicante,29/05/2022,09/10/2022,30/8/2022,319,2160
491,492,0,0,0,1,199,0,0,0,0,-,keytar inalámbrico alesis ,Elena,Cuenca,14/07/2022,12/09/2022,30/8/2022,238,485
492,493,0,0,0,1,295,0,0,0,0,-,yamaha dx9 ,moog1406,Girona,15/03/2022,22/09/2022,30/8/2022,935,637
493,494,0,0,0,1,20,0,0,0,0,-,cassette datos para korg dw6000 ,polypodium,Madrid,07/07/2022,18/09/2022,30/8/2022,194,1106
494,495,0,0,0,1,540,0,0,0,0,-,digitone impecable ,jdcoopers,Sevilla,08/06/2022,30/09/2022,30/8/2022,595,969
495,496,0,0,0,1,80,0,0,0,0,-,eurorack make noise rasie ,siropene,Madrid,23/08/2022,28/09/2022,30/8/2022,124,869
496,497,0,0,0,1,300,0,0,0,0,-,4ms stereo triggered sampler ,Xavi,Barcelona,09/08/2022,09/10/2022,30/8/2022,112,408
497,498,0,0,0,1,300,0,0,0,0,-,novation ultranova ,Albin Nox,Granada,23/08/2022,22/10/2022,30/8/2022,187,827
498,499,0,0,1,0,0,0,0,0,0,-,akai x7000 floppy usb & librería ,elprofesordedanza,Tarragona,23/08/2022,28/09/2022,30/8/2022,194,1816
499,500,0,0,0,1,1050,0,0,0,0,-,modulo sintetizador prophet 08 david smith ,luca7,Madrid,09/08/2022,09/10/2022,30/8/2022,340,476
500,501,0,0,0,1,330,0,0,0,0,-,tg 500 yamaha ,gato737,Barcelona,21/07/2022,28/09/2022,30/8/2022,422,588
501,502,0,0,0,1,1300,0,0,0,0,-,nord rack 3 - nord lead 3 en rack ,Syntetic,Alicante,30/08/2022,28/10/2022,30/8/2022,78,851
502,503,0,0,0,1,12000,0,0,0,0,-,moog system 15 ,qbueno,Barcelona,03/10/2020,25/09/2022,30/8/2022,5700,650
503,504,0,0,0,1,98,0,0,0,0,-,korg volca kick ,yosualogan,Cantabria,15/06/2022,26/09/2022,30/8/2022,308,1090
504,505,0,0,0,1,495,0,0,0,0,-,waldorf microwave ii rack ,Eme,Sevilla,10/06/2022,27/09/2022,30/8/2022,566,279
505,506,0,0,0,1,5500,0,0,0,0,-,piano rhodes 88 mark ii eighty eight suitcase ,logan3,Madrid,19/01/2022,22/09/2022,30/8/2022,1710,580
506,507,0,0,0,1,1550,0,0,0,0,-,roland júpiter 80 + flight case a medida ,xfeten,Toledo,26/11/2020,22/10/2022,30/8/2022,2034,650
507,508,0,0,0,1,90,0,0,0,0,-,colección volca casi completa + extras ,dundunda,Lugo,24/06/2021,27/09/2022,30/8/2022,2881,851
508,509,0,0,0,1,90,0,0,0,0,-,kawai card ram dc 16 ,moog1406,Girona,26/05/2021,26/09/2022,30/8/2022,402,637
509,510,0,0,0,1,75,0,0,0,0,-,bheringer umx 61 ,40db,Valencia,04/03/2021,17/10/2022,30/8/2022,1102,298
510,511,0,0,0,1,350,0,0,0,0,-,yamaha tx-7 ,selimorgan,Valencia,16/08/2022,28/09/2022,30/8/2022,332,1073
511,512,0,0,0,1,375,0,0,0,0,-,roland fantom xr ,H-B,Zaragoza,11/06/2022,13/09/2022,30/8/2022,426,183
512,513,0,0,0,1,779,0,0,0,0,-,roland mc 707 ,moog1406,Girona,17/02/2022,23/09/2022,30/8/2022,754,637
513,514,0,0,0,1,85,0,0,0,0,-,roland pn d50 02 ,moog1406,Girona,26/05/2021,09/10/2022,30/8/2022,460,637
514,515,0,0,0,1,190,0,0,0,0,-,arturia beatstep pro ,Oxbown,Pontevedra,09/08/2022,10/10/2022,30/8/2022,98,637
515,516,0,0,0,1,200,0,0,0,0,-,behringer model d ,joan cerezo,Barcelona,23/08/2022,28/09/2022,30/8/2022,272,1104
516,517,0,0,0,1,250,0,0,0,0,-,korg microsampler ,freakerrante,Barcelona,04/04/2021,25/09/2022,30/8/2022,1111,1274
517,518,0,0,0,1,1900,0,0,0,0,-,arturia polybrute ,Socri,Sevilla,30/08/2022,28/10/2022,30/8/2022,74,512
518,519,0,0,0,1,179,0,0,0,0,-,procesador de efectos yamaha emp-100 para guitarra bajo voces y teclados ,Francisco Rivera,Zaragoza,20/01/2022,24/09/2022,30/8/2022,894,1569
519,520,0,0,0,1,1350,0,0,0,0,-,korg ms-20 ,moog1406,Girona,23/06/2021,08/10/2022,30/8/2022,995,637
520,521,0,0,0,1,180,0,0,0,0,-,alm001 pamelas workout ,siropene,Madrid,09/08/2022,28/09/2022,30/8/2022,184,869
521,522,0,0,0,1,80,0,0,0,0,-,akai pro mpd 32 ,Marc,Barcelona,04/07/2022,02/09/2022,30/8/2022,272,387
522,523,0,0,0,1,860,0,0,0,0,-,yamaha moxf8 ,Andoni,Navarra,09/08/2022,05/10/2022,30/8/2022,288,601
523,524,0,0,0,1,550,0,0,0,0,-,quasimidi sirius ,abstrack,Valencia,26/04/2022,19/10/2022,30/8/2022,741,843
524,525,0,0,0,1,300,0,0,0,0,-,teclado controlador ni komplete kontrol mk3 49 ,Cristóbal Patrick Ruiz,Valencia,10/07/2022,08/09/2022,30/8/2022,378,2271
525,526,0,0,0,1,280,0,0,0,0,-,teclado elka omb5 caja de ritmos+acompañamiento automático drumstar80 ,gpiccolini,Madrid,23/08/2022,26/09/2022,30/8/2022,300,1057
526,527,1,0,0,1,35,0,0,0,0,-,korg m3 - librería para ni kontakt y reason ,Zyon35,Córdoba,01/06/2022,18/09/2022,30/8/2022,274,536
527,528,0,0,0,1,550,0,0,0,0,-,access virus snow ,frodobolson007,Madrid,13/07/2022,11/09/2022,30/8/2022,768,1342
528,529,0,0,0,1,75,0,0,0,0,-,yamaha rx-17 caja de ritmos desktop digital posterior a rx11 rx15 ,StalVs,Alicante,18/07/2022,01/09/2022,30/8/2022,430,605
529,530,0,0,0,1,125,0,0,0,0,-,motu midi timepiece ii ,Francisco Rivera,Zaragoza,08/03/2022,24/09/2022,30/8/2022,1105,1569
530,531,0,1,1,0,0,0,0,0,0,-,e-mu orbit v3 ,Sonitec,Valencia,16/08/2022,14/10/2022,30/8/2022,120,725
531,532,0,0,0,1,430,0,0,0,0,-,eloquencer eurorack ,insula,Madrid,29/06/2022,11/09/2022,30/8/2022,454,652
532,533,0,0,0,1,550,0,0,0,0,-,akai mpk 88 ,Kristel Manrique sigal,Alicante,31/05/2022,09/10/2022,30/8/2022,362,2160
533,534,0,0,0,1,20,0,0,0,0,-,cassette datos para korg poly800-ii ,polypodium,Madrid,07/07/2022,26/09/2022,30/8/2022,192,1106
534,535,0,0,0,1,4500,0,0,0,0,-,sintetizador roland jupiter-4 compuphonic ,Alexandra Bertomeu Tomas,Castellón,09/07/2022,07/09/2022,30/8/2022,522,2327
535,536,0,0,0,1,75,0,0,0,0,-,placa sampler smp-r para kurzweil k2000r ,Maniac Broil,Barcelona,26/05/2021,28/09/2022,30/8/2022,2076,1121
536,537,0,0,0,1,2900,0,0,0,0,-,ob-06 con sonidos de pago ,minahonda,Madrid,28/07/2022,25/09/2022,30/8/2022,588,943
537,538,0,0,0,1,700,0,0,0,0,-,emu e4x turbo - hollywood gold limited edition ,Syntetic,Alicante,30/08/2022,28/10/2022,30/8/2022,102,851
538,539,0,0,0,1,60,0,0,0,0,-,icon ikeyboard 5x - teclado midi ,santibcn,Barcelona,10/04/2022,07/10/2022,30/8/2022,520,850
539,540,0,0,1,0,0,0,0,0,0,-,korg r3 y roland ju06a ,radiactivo,Barcelona,23/08/2022,28/09/2022,30/8/2022,236,1062
540,541,0,0,1,0,150,0,0,0,0,-,"case eurorack ""ikocase"" x case más pequeño ",Øliveira,Pontevedra,25/08/2022,24/10/2022,30/8/2022,198,964
541,542,0,0,0,1,90,0,0,0,0,-,dreadbox hysteria ,EstebanFM,Granada,14/02/2022,27/09/2022,30/8/2022,480,853
542,543,0,0,0,1,400,0,0,0,0,-,secuenciador analogue systems rs-200 y quantiser rs-260 ,dorremifasol,Barcelona,25/07/2020,29/09/2022,30/8/2022,1638,1287
543,544,0,0,0,1,460,0,0,0,0,-,alesis ion ,sanwiche,Alicante,16/08/2022,24/09/2022,30/8/2022,234,850
544,545,0,0,0,1,500,0,0,0,0,-,star instruments synare 3 ,Joanic,Baleares,16/08/2022,13/10/2022,30/8/2022,136,596
545,546,0,0,0,1,100,0,0,0,0,-,yamaha psr-f51 ,Mar,Asturias,31/07/2022,29/09/2022,30/8/2022,305,288
546,547,0,0,0,1,900,0,0,0,0,-,korg polysix ,twistarella,Barcelona,15/07/2022,13/09/2022,30/8/2022,560,1196
547,548,0,0,0,1,90,0,0,0,0,-,korg volca fm ,kagechu,Barcelona,26/08/2022,25/10/2022,30/8/2022,82,728
548,549,0,0,0,1,100,0,0,0,0,-,noise engeneering viol ruina ,Carlos,Barcelona,16/08/2022,28/09/2022,30/8/2022,114,612
549,550,0,0,0,1,95,0,0,0,0,-,befaco joystick ,sonicstage,Girona,23/08/2022,27/09/2022,30/8/2022,92,1072
550,551,0,0,0,1,4250,0,0,0,0,-,korg trident mk i ,Moogchild Synthdrome,Madrid,20/04/2022,18/09/2022,30/8/2022,918,2019
551,552,0,0,0,1,110,0,0,0,0,-,maleta sintetizador 61 ,jose,Murcia,28/05/2022,25/09/2022,30/8/2022,329,433
552,553,0,0,0,1,100,0,0,0,0,-,cacharros varios ,roy242,Valencia,16/08/2022,28/09/2022,30/8/2022,1058,498
553,554,0,0,0,1,250,0,0,0,0,-,novation circuit rythm ,s_C_e,Barcelona,24/08/2022,23/10/2022,30/8/2022,114,473
554,555,0,0,1,0,0,0,0,0,0,-,noise engineering basimilus iteritas ,Replicante,Barcelona,04/12/2021,27/09/2022,30/8/2022,1363,1031
555,556,0,0,0,1,135,0,0,0,0,-,rebel technology chronos mkii ,moog1406,Girona,28/02/2022,05/09/2022,30/8/2022,414,637
556,557,0,0,0,1,100,0,0,0,0,-,hardcase con ruedas para teclado de 76 teclas ,Elver Galarga,Lugo,05/01/2022,21/09/2022,30/8/2022,593,1229
557,558,0,0,0,1,5100,0,0,0,0,-,roland jupiter 4 ,qbueno,Barcelona,22/01/2022,24/09/2022,30/8/2022,3007,650
558,559,0,1,0,0,0,0,0,0,0,-,tarjeta korg wavestation wsc-3s synth & time slice ,mentemodular,Gipuzkoa,11/10/2020,07/09/2022,30/8/2022,715,1293
559,560,0,0,0,1,2300,0,0,0,0,-,arturia origin ,abstrack,Valencia,10/05/2021,19/10/2022,30/8/2022,1996,843
560,561,0,0,0,1,10,0,0,0,0,-,funda cubrepolvo a la medida para moog prodigy ,grizzvolga,Madrid,17/07/2022,26/09/2022,30/8/2022,320,1103
561,562,0,0,0,1,250,0,0,0,0,-,sintetizador novation mininova ,luigi88,Madrid,30/08/2022,28/10/2022,30/8/2022,50,650
562,563,0,0,0,1,1750,0,0,0,0,-,sequential circuits pro-one ,Cobe,Madrid,04/07/2022,02/09/2022,30/8/2022,450,377
563,564,0,0,0,1,320,0,0,0,0,-,behringer ms 1 ,Alinter,Cádiz,09/07/2022,09/09/2022,30/8/2022,845,719
564,565,0,0,0,1,1500,0,0,0,0,-,yamaha sk20 string machine ,logan3,Madrid,23/12/2021,25/09/2022,30/8/2022,1666,580
565,566,0,0,0,1,400,0,0,0,0,-,uno synth pro ,ARPEGGIATORNIK,Granada,07/11/2021,27/09/2022,30/8/2022,1144,1047
566,567,0,0,0,1,675,0,0,0,0,-,nord lead 2x ,Aguilar242,Navarra,09/08/2022,29/09/2022,30/8/2022,392,861
567,568,0,0,0,1,1890,0,0,0,0,-,mini korg 700 fs tambien cambios ,moog1406,Girona,11/05/2022,22/09/2022,30/8/2022,684,637
568,569,0,0,0,1,375,0,0,0,0,-,casiotone 701 ,moog1406,Girona,22/10/2021,27/09/2022,30/8/2022,1027,637
569,570,0,0,0,1,115,0,0,0,0,-,clon de mutable instruments frames ,moogi,Cádiz,22/07/2022,28/09/2022,30/8/2022,288,539
570,571,0,0,0,1,300,0,0,0,0,-,piano electrico vertical thomann dp- 51 ,Felix,Barcelona,13/07/2022,11/09/2022,30/8/2022,240,504
571,572,0,0,0,1,410,0,0,0,0,-,eloquencer winter modular ,dce,Sevilla,02/08/2022,03/10/2022,30/8/2022,212,300
572,573,0,0,0,1,111111,0,0,0,0,-,material a la venta en moogchild synthdrome ,Moogchild Synthdrome,Madrid,18/03/2021,18/09/2022,30/8/2022,20038,2019
573,574,0,0,0,1,1100,0,0,0,0,-,piano nord clavia stage rev c 88 teclas ,jordipares3,Girona,16/08/2022,21/09/2022,30/8/2022,354,1126
574,575,0,0,0,1,180,0,0,0,0,-,arturia drumbrute impact + decksaver ,Tangential,León,11/07/2022,09/09/2022,30/8/2022,231,1031
575,576,0,0,0,1,40,0,0,0,0,-,teclado midi 61 teclas ,Tellie,Murcia,27/07/2022,25/09/2022,30/8/2022,196,607
576,577,0,0,0,1,140,0,0,0,0,-,4ms row power ,gorum,Tarragona,12/03/2022,28/09/2022,30/8/2022,457,554
577,578,0,0,0,1,80,0,0,0,0,-,audiothingies ced tuner afinador eurorack ,insula,Madrid,29/06/2022,11/09/2022,30/8/2022,292,652
578,579,0,0,0,1,600,0,0,0,0,-,yamaha ex5 ,molossus,Cádiz,18/04/2022,03/10/2022,30/8/2022,635,901
579,580,0,0,0,1,500,0,0,0,0,-,yamaha mo6 ,Luis,Madrid,23/08/2022,20/10/2022,30/8/2022,166,413
580,581,0,0,0,1,330,0,0,0,0,-,keylab 49 mk2 negro ,minahonda,Madrid,08/01/2022,28/09/2022,30/8/2022,1078,943
581,582,0,0,0,1,320,0,0,0,0,-,yamaha rm1x ,Álvaro,Sevilla,28/08/2022,27/10/2022,30/8/2022,80,741
582,583,0,0,0,1,50,0,0,0,0,-,korg pa2x - pa 3x tarjeta ram 128mb - manual de operario korg pa2x ,SINTEXIA,Córdoba,19/07/2022,17/09/2022,30/8/2022,180,613
583,584,0,0,0,1,825,0,0,0,0,-,leslie 760 n autónomo ,windbass,Zaragoza,16/06/2020,24/09/2022,30/8/2022,1881,859
584,585,0,0,0,1,59,0,0,0,0,-,yamaha vrc 106 data rom ,moog1406,Girona,30/06/2021,26/09/2022,30/8/2022,340,637
585,586,0,0,0,1,100,0,0,0,0,-,korg volca modular ,Caradusanto,Málaga,25/07/2022,23/09/2022,30/8/2022,204,1141
586,587,0,0,0,1,1969,0,0,0,0,-,korg minikorg 700 fs - nuevo ,moog1406,Girona,27/05/2022,15/09/2022,30/8/2022,508,637
587,588,0,0,0,1,15,0,0,0,0,-,thomann keyboard bag 6 ,uprefer,Barcelona,21/11/2021,25/09/2022,30/8/2022,958,761
588,589,0,0,0,1,800,0,0,0,0,-,kawai vpc1 ,JAVI7571,Sevilla,01/06/2022,14/10/2022,30/8/2022,461,510
589,590,0,0,0,1,280,0,0,0,0,-,yamaha kx-8 ,DrTek,Barcelona,25/04/2022,13/09/2022,30/8/2022,1809,474
590,591,0,0,0,1,145,0,0,0,0,-,2 buses y fuente para modular la caja sale gratis ,gatovertical,Barcelona,09/02/2019,09/09/2022,30/8/2022,4512,1285
591,592,0,0,0,1,480,0,0,0,0,-,electribe esx-1 sd ,FukThor,Toledo,16/08/2022,18/10/2022,30/8/2022,106,707
592,593,0,0,0,1,900,0,0,0,0,-,op-1 2021 segunda generación ,Daniel B García,Murcia,20/07/2022,18/09/2022,30/8/2022,282,1434
593,594,1,0,0,1,600,0,0,0,0,-,korg cx3 70's hammond ,BuenMambo,Madrid,31/07/2022,28/09/2022,30/8/2022,488,886
594,595,0,0,0,1,25,0,0,0,0,-,akai lpd 8 ,emilguitar,Badajoz,23/07/2022,21/09/2022,30/8/2022,202,1075
595,596,0,0,0,1,255,0,0,0,0,-,mutable instruments clouds ,Jabas,Araba,06/08/2021,25/09/2022,30/8/2022,1271,481
596,597,0,1,0,0,0,0,0,0,0,-,"sintetizadores antiguos averiados, no importa el estado ",Moogchild Synthdrome,Madrid,07/10/2019,18/09/2022,30/8/2022,2416,2019
597,598,0,0,0,1,850,0,0,0,0,-,clavia nord lead a1 ,solotronik,Málaga,20/11/2021,23/09/2022,30/8/2022,3677,1108
598,599,0,0,0,1,349,0,0,0,0,-,novation drum station v2 ,moog1406,Girona,01/02/2022,17/10/2022,30/8/2022,854,637
599,600,0,0,0,1,90,0,0,0,0,-,doepfer a-199 spring reverb vintage edition ,selimorgan,Valencia,29/07/2022,27/09/2022,30/8/2022,318,1073
600,601,0,0,0,1,225,0,0,0,0,-,arturia keylab essential 61 black ,yoquese,Madrid,17/10/2021,26/09/2022,30/8/2022,1159,779
601,602,0,0,0,1,165,0,0,0,0,-,roland t-8 aira compact beat machine ,Ana Graciela,Alicante,09/08/2022,07/10/2022,30/8/2022,318,1096
602,603,0,0,0,1,470,0,0,0,0,-,erica synths zen delay ,David,Madrid,30/07/2022,09/09/2022,30/8/2022,298,488
603,604,0,0,0,1,700,0,0,0,0,-,piano digital kawai ca-91 ,VivianGirl,Barcelona,28/08/2022,27/10/2022,30/8/2022,85,1019
604,605,0,0,0,1,550,0,0,0,0,-,piano digital kawai cn25 ,Rosa,Alicante,16/08/2022,13/10/2022,30/8/2022,180,405
605,606,0,0,0,1,0,0,0,0,0,-,todos mis módulos eurorack ,Dinius,Málaga,13/11/2021,20/10/2022,30/8/2022,5913,620
606,607,0,0,0,1,95,0,0,0,0,-,doepfer a-156 vintage edition ,moog1406,Girona,10/05/2022,25/09/2022,30/8/2022,390,637
607,608,0,0,0,1,980,0,0,0,0,-,roland jupiter xm ,Vjsj,Tarragona,31/12/2020,23/09/2022,30/8/2022,4287,413
608,609,0,0,0,1,245,0,0,0,0,-,módulo u-he cvilazation ,Sergi,Alicante,19/07/2022,18/09/2022,30/8/2022,326,506
609,610,0,0,0,1,150,0,0,0,0,-,korg 05r w – módulo sintetizador ,alcachofazul,Madrid,29/07/2022,25/09/2022,30/8/2022,372,1261
610,611,0,1,0,0,0,0,0,0,0,-,tarjeta roland sr-jv80-15 ,cchhuuss,Barcelona,16/08/2022,13/10/2022,30/8/2022,78,870
611,612,0,0,0,1,12,0,0,0,0,-,"phat analog iii para yamaha motif xs, motif xf, moxf, montage y modx ",bicho,Madrid,13/01/2020,10/09/2022,30/8/2022,1160,517
612,613,0,0,0,1,220,0,0,0,0,-,yamaha sy 55 ,impact,Barcelona,14/07/2022,12/09/2022,30/8/2022,401,638
613,614,0,0,0,1,200,0,0,0,0,-,roland r8 caja de ritmos ,moog1406,Girona,08/06/2022,22/09/2022,30/8/2022,576,637
614,615,0,0,0,1,110,0,0,0,0,-,behringer 960 sequential controller ,moogi,Cádiz,22/07/2022,28/09/2022,30/8/2022,697,539
615,616,0,0,0,1,1600,0,0,0,0,-,arturia origin desktop en perfecto estado ,styl_brother,Lleida,04/08/2021,02/09/2022,30/8/2022,2243,1313
616,617,0,0,0,1,580,0,0,0,0,-,acces virus c ,maldito_DB,Asturias,11/06/2022,24/09/2022,30/8/2022,1048,975
617,618,0,0,0,1,600,0,0,0,0,-,roland d50 d-50 sintetizador ,Synthaddict,Madrid,16/08/2022,26/09/2022,30/8/2022,304,1151
618,619,0,0,0,1,35,0,0,0,0,-,taburete de tambor acolchado ,Tana,Barcelona,20/04/2021,24/09/2022,30/8/2022,695,388
619,620,1,1,0,0,0,0,0,0,0,-,korg monopoly ,Vcs3,Baleares,09/08/2022,07/10/2022,30/8/2022,184,351
620,621,0,0,0,1,280,0,0,0,0,-,yamaha cs1x ,jaime,Pontevedra,27/03/2022,05/09/2022,30/8/2022,714,518
621,622,0,1,0,0,0,0,0,0,0,-,módulos de percusión pearl sc 20 - sc 40 o drum x ,samplerman44,Valencia,06/03/2022,22/10/2022,30/8/2022,318,1176
622,623,0,0,0,1,489,0,0,0,0,-,arturia minibrute 2 noir ,moog1406,Girona,27/05/2022,25/09/2022,30/8/2022,844,637
623,624,0,0,0,1,60,0,0,0,0,-,korg t3 - main board ,FranZiskAner,Barcelona,28/08/2022,27/10/2022,30/8/2022,42,1198
624,625,0,0,0,1,1650,0,0,0,0,-,elta music solar 50 yellow + soft bag + 12 cartridge ,moog1406,Girona,22/12/2021,23/09/2022,30/8/2022,564,637
625,626,0,0,0,1,6000,0,0,0,0,-,hammond b3 portable + leslie ,DOC,Madrid,08/05/2022,05/09/2022,30/8/2022,937,214
626,627,0,0,0,1,169,0,0,0,0,-,befaco chopping kinky ,moog1406,Girona,08/10/2021,14/09/2022,30/8/2022,314,637
627,628,0,0,0,1,250,0,0,0,0,-,moog theremini nuevo ,roy242,Valencia,18/05/2022,13/09/2022,30/8/2022,660,498
628,629,0,0,0,1,90,0,0,0,0,-,mutable instruments midigal midipal ,Synthaddict,Madrid,16/08/2022,26/09/2022,30/8/2022,182,1151
629,630,0,0,0,1,89,0,0,0,0,-,erica synths pico trigger patern generator ,moog1406,Girona,17/02/2021,23/09/2022,30/8/2022,720,637
630,631,0,0,0,1,160,0,0,0,0,-,axoloty completo ,rustho,Barcelona,15/05/2022,19/10/2022,30/8/2022,350,677
631,632,0,0,0,1,70,0,0,0,0,-,tarjetas roland sr-jv80 para sintetizadores jv_xv_xp ,LuisG,Madrid,28/08/2020,22/09/2022,30/8/2022,3120,484
632,633,0,0,0,1,2150,0,0,0,0,-,bastl instruments rumburack 2 sintetizador modular nuevo ,Albornozz,Madrid,29/10/2021,15/09/2022,30/8/2022,2130,961
633,634,0,0,0,1,200,0,0,0,0,-,intellijel rubicon ,moog1406,Girona,18/03/2022,20/09/2022,30/8/2022,498,637
634,635,0,0,0,1,160,0,0,0,0,-,behringer crave ,joan cerezo,Barcelona,23/08/2022,28/09/2022,30/8/2022,214,1104
635,636,0,0,0,1,19,0,0,0,0,-,"c7 1 pianos para yamaha motif xf, moxf, montage y modx ",bicho,Madrid,11/10/2020,13/09/2022,30/8/2022,2487,517
636,637,0,0,0,1,1100,0,0,0,0,-,elektron analog four mkii ,moog1406,Girona,25/10/2021,27/09/2022,30/8/2022,830,637
637,638,0,0,0,1,750,0,0,0,0,-,roland jx3p ,vcs3,Huelva,24/08/2022,23/10/2022,30/8/2022,180,383
638,639,0,0,0,1,1500,0,0,0,0,-,yamaha motif xf x maleta ,jesus,Valencia,19/05/2022,02/10/2022,30/8/2022,709,554
639,640,0,0,0,1,500,0,0,0,0,-,akai mpc1000 jjos2 + 128 mb ,P.Garcia,Barcelona,09/08/2022,08/10/2022,30/8/2022,256,709
640,641,0,0,0,1,349,0,0,0,0,-,yamana moxf6 ,jmgg,Tarragona,14/06/2022,27/09/2022,30/8/2022,958,421
641,642,0,0,0,1,925,0,0,0,0,-,virus ti ,clavinord,Madrid,24/08/2022,26/09/2022,30/8/2022,174,962
642,643,0,0,0,1,245,0,0,0,0,-,k&m 18860 spider pro si ,Edgar,La Rioja,17/07/2022,15/09/2022,30/8/2022,202,483
643,644,0,0,0,1,150,0,0,0,0,-,amplificador para teclados peavey kb-100 ,paugui,Sevilla,02/05/2021,12/09/2022,30/8/2022,841,651
644,645,0,0,0,1,670,0,0,0,0,-,analog four mki ,rodellar,Huesca,24/08/2022,23/10/2022,30/8/2022,94,853
645,646,0,0,0,1,130,0,0,0,0,-,intellijel umidi 1u ,gorum,Tarragona,12/03/2022,28/09/2022,30/8/2022,689,554
646,647,0,0,0,1,25,0,0,0,0,-,[eurorack] amplificador auriculares haunted pliers destino 3hp diy ,David,Madrid,07/06/2021,11/10/2022,30/8/2022,551,488
647,648,0,0,0,1,60,0,0,0,0,-,stardust synth cover para korg arp odyssey mini ,Mario,Cantabria,22/07/2022,27/09/2022,30/8/2022,183,504
648,649,0,0,0,1,350,0,0,0,0,-,the orb future retro secuenciador midi y cv gate ,aspiktongue,Madrid,23/07/2022,21/09/2022,30/8/2022,510,1194
649,650,0,0,0,1,175,0,0,0,0,-,paratek neon black ,moog1406,Girona,06/05/2022,25/09/2022,30/8/2022,306,637
650,651,0,0,0,1,300,0,0,0,0,-,akai mpc renaissance ,Aiko N.,Valencia,09/08/2022,07/10/2022,30/8/2022,362,544
651,652,0,0,0,1,880,0,0,0,0,-,mpc live 2 ,vulgatron,Madrid,01/07/2022,07/09/2022,30/8/2022,544,994
652,653,0,0,0,1,110,0,0,0,0,-,teclado casio 501 ,finaldesousa,Barcelona,16/08/2022,16/10/2022,30/8/2022,166,1278
653,654,0,0,0,1,150,0,0,0,0,-,sintetizador analógico arturia microbrute ,Fuxedo,Madrid,26/08/2022,29/09/2022,30/8/2022,105,619
654,655,0,0,0,1,950,0,0,0,0,-,"roland jd xa ""reestreno"" rebajado! ",bluewave,Barcelona,17/05/2022,30/08/2022,30/8/2022,1004,859
655,656,0,0,0,1,220,0,0,0,0,-,behringer model d ,thru_zero,Barcelona,05/10/2020,15/09/2022,30/8/2022,2760,994
656,657,0,0,0,1,399,0,0,0,0,-,roland mc 505 groovebox no cambios ,jdcoopers,Sevilla,08/06/2022,30/09/2022,30/8/2022,283,969
657,658,0,0,0,1,70,0,0,0,0,-,"mpc stuff live, mpd, mpk, force, maschine ",maldito_DB,Asturias,26/08/2022,25/10/2022,30/8/2022,120,975
658,659,0,0,0,1,195,0,0,0,0,-,modulo eurorack corsynth c105e vc noise lo-fi maquine ,tyrel,Madrid,12/09/2020,27/10/2022,30/8/2022,574,560
659,660,0,0,0,1,60,0,0,0,0,-,behringer 914 fixed filter bank ,Øliveira,Pontevedra,27/08/2022,26/10/2022,30/8/2022,100,964
660,661,0,0,0,1,239,0,0,0,0,-,qu bit pulsar ,moog1406,Girona,27/05/2021,08/10/2022,30/8/2022,531,637
661,662,0,0,0,1,1800,0,0,0,0,-,soma pulsar 23 ,siropene,Madrid,24/08/2022,27/09/2022,30/8/2022,230,869
662,663,1,0,0,1,850,0,0,0,0,-,elektron rytm mki ,Emusa,Barcelona,27/07/2022,25/09/2022,30/8/2022,412,507
663,664,0,0,1,0,0,0,0,0,0,-,access virus ti polar ,soloeskuchalo,Barcelona,16/08/2022,23/09/2022,30/8/2022,360,1404
