,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen
154,0,0,0,1,850,0,0,0,0,akai,akai force + extras ,Pontevedra,2023/12/06,2024/06/14,2023/12/20,160
155,0,0,0,1,80,0,0,0,0,roland,roland jv80 03 piano expansión ,Baleares,2023/12/15,2024/06/11,2023/12/20,64
156,0,0,0,1,190,0,0,0,0,akai,akai sg01v ,Madrid,2023/03/31,2024/06/16,2023/12/20,1020
157,0,0,0,1,595,0,0,0,0,virus,virus snow ,Gipuzkoa,2022/12/09,2024/01/04,2023/12/20,376
158,0,0,0,1,150,0,0,0,0,mutable,mutable instruments rings clono módulo de eurorack ,Barcelona,2023/09/20,2024/06/10,2023/12/20,280
159,0,0,0,1,230,0,0,0,0,eurorack,eurorack - vco joranalogue generate 3 - generador multifónico thru-zero ,Madrid,2023/12/20,2024/06/16,2023/12/20,28
160,0,0,0,1,50,0,0,0,0,midi,midi thru philip rees v3 ,Girona,2023/10/20,2024/06/12,2023/12/20,166
161,0,0,0,1,90,0,0,0,0,technics,**urge** órgano technics pcm sound e11l ,Córdoba,2023/12/06,2024/06/01,2023/12/20,146
162,0,0,0,1,3000,0,0,0,0,kawai,piano kawai k-200 wh ,Tarragona,2023/12/06,2024/06/02,2023/12/20,114
163,0,0,0,1,650,0,0,0,0,korg,korg kingkorg black ,Pontevedra,2023/07/08,2024/06/14,2023/12/20,803
164,0,0,0,1,150,0,0,0,0,yamaha,yamaha rev500 ,Valencia,2016/11/07,2024/01/11,2023/12/20,4642
165,0,0,0,1,360,0,0,0,0,behringer,behringer vocoder vc340 ,Barcelona,2023/12/13,2024/06/14,2023/12/20,272
166,0,0,0,1,300,0,0,0,0,roland,roland xv-5050 módulo ,Madrid,2023/07/27,2024/06/14,2023/12/20,593
167,0,0,0,1,500,0,0,0,0,korg,sintetizador korg m1 ,Toledo,2023/12/20,2024/06/15,2023/12/20,42
168,0,0,0,1,210,0,0,0,0,novation,novation launchkey 61 mk3 ,Alicante,2023/11/07,2024/05/05,2023/12/20,398
169,0,0,0,1,550,0,0,0,0,yamaha,yamaha dx7 iid ,Madrid,2023/12/13,2024/06/15,2023/12/20,132
170,0,1,0,0,0,0,0,0,0,arp,slider cap para arp odyssey mkiii ,Burgos,2023/10/25,2024/06/10,2023/12/20,226
171,0,0,0,1,290,0,0,0,0,-,kit controlador para leslies de 6 pines 122 y 147 familias 6h y 6w ,Zaragoza,2021/07/10,2024/06/10,2023/12/20,1427
172,0,0,0,1,520,0,0,0,0,roland,roland tr8s ,Sevilla,2023/11/17,2024/06/15,2023/12/20,207
173,0,0,0,1,125,0,0,0,0,korg,korg x3 como módulo ,Barcelona,2023/09/14,2024/06/10,2023/12/20,426
174,0,0,0,1,750,0,0,0,0,roland,"actualizado roland fa-06, impecable, también cambio ",Granada,2023/06/24,2024/06/15,2023/12/20,945
175,0,0,0,1,6000,0,0,0,0,hammond,hammond a100 con leslie 760 ,Zaragoza,2020/11/03,2024/06/10,2023/12/20,6714
176,0,0,0,1,160,0,0,0,0,eurorack,multifx eurorack estéreo dervish ,Barcelona,2023/12/13,2024/06/09,2023/12/20,106
177,0,1,0,0,0,0,0,0,0,casio,casio cz230s ,Asturias,2023/07/22,2024/06/10,2023/12/20,304
178,0,0,1,0,0,0,0,0,0,mutable,mutable instruments ripples v2 ,Barcelona,2023/10/30,2024/06/13,2023/12/20,152
179,0,0,0,1,350,0,0,0,0,behringer,behringer ms-1 bk ,Bizkaia,2023/11/16,2024/06/13,2023/12/20,175
180,0,0,0,1,450,0,0,0,0,deepmind,rebaja solo hasta reyes deepmind 12d ,Madrid,2023/11/22,2024/06/15,2023/12/20,391
181,0,0,0,1,280,0,0,0,0,korg,korg electribe sampler 2 + extras ,Madrid,2023/11/22,2024/05/20,2023/12/20,142
