,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,anon_user
45,0,0,0,1,0,0,0,0,0,eurorack,modulos eurorack ,thru_zero,Barcelona,05/10/2020,24/06/2023,3/6/2023,4157,994
46,0,0,0,1,0,0,0,0,0,yamaha,yamaha motif es8 ,Chermitos,Córdoba,21/06/2020,25/06/2023,3/6/2023,2694,942
47,0,0,0,1,0,0,0,0,0,jomox,jomox m brane 1_1 ,Javier m,Córdoba,03/02/2023,25/06/2023,3/6/2023,283,750
48,0,0,0,1,0,0,0,0,0,-,soporte triple para teclados con bandeja ,Mineapolix,Madrid,27/05/2023,28/06/2023,3/6/2023,216,1046
49,0,0,0,1,0,0,0,0,0,eurorack,varios módulos de eurorack y case inclinada 6u con 88hp por fila ,urcelay,Gipuzkoa,14/04/2023,28/06/2023,3/6/2023,811,757
50,0,0,0,1,0,0,0,0,0,hammond,organo hammond x5 ,windbass,Zaragoza,06/01/2023,26/06/2023,3/6/2023,1432,859
51,0,0,0,1,0,0,0,0,0,roland,roland sc-33 ,Samsimo,Madrid,15/05/2022,25/06/2023,3/6/2023,1629,729
52,0,0,0,1,0,0,0,0,0,polyend,polyend tracker ,ElmoreFreak,Las Palmas,02/05/2023,27/06/2023,3/6/2023,316,1101
53,0,0,0,1,0,0,0,0,0,mfb,mfb dominion 1 ,ffc86,Barcelona,28/05/2023,27/07/2023,3/6/2023,188,413
54,0,0,0,1,0,0,0,0,0,arturia,oferta antes de retirarlo licencia cs 80 v arturia ,LRSTEREO,Granada,17/04/2023,16/06/2023,3/6/2023,212,624
55,0,0,0,1,0,0,0,0,0,akai,sampler akai z8 último precio ,Eme,Sevilla,27/04/2023,28/06/2023,3/6/2023,611,279
56,0,0,0,1,0,0,0,0,0,doepfer,doepfer a-106-1 xtreme filter ms20 ,instaljomar,Barcelona,08/06/2022,27/06/2023,3/6/2023,791,1188
57,0,0,0,1,0,0,0,0,0,midi,guitarra midi ,ring-o,Baleares,13/11/2022,28/07/2023,3/6/2023,664,588
58,0,0,0,1,0,0,0,0,0,kurzweil,kurzweil forte 88 ,Granada86,Granada,27/05/2023,23/07/2023,3/6/2023,189,796
59,0,0,0,1,0,0,0,0,0,korg,korg microkey2- 37 teclas + bundle ,Fernando,Málaga,20/12/2022,27/06/2023,3/6/2023,710,813
60,0,0,0,1,0,0,0,0,0,erica synths ,syntrx ii nuevo ! ,Storm,Bizkaia,14/04/2023,28/06/2023,3/6/2023,466,533
61,0,0,0,1,0,0,0,0,0,decksaver,roland verselab mv1 + decksaver ,Sebb Junior,Granada,11/02/2023,24/06/2023,3/6/2023,497,1043
62,0,0,0,1,0,0,0,0,0,behringer,behringer pro -1 ,finaldesousa,Barcelona,29/05/2023,28/07/2023,3/6/2023,146,1278
63,0,0,0,1,0,0,0,0,0,yamaha,yamaha sy22 ,xline,Barcelona,18/02/2023,25/06/2023,3/6/2023,1076,544
64,0,0,0,1,0,0,0,0,0,korg,tarjetas expansion roland y korg sonidos ,Juanjo,Granada,02/12/2020,24/06/2023,3/6/2023,1987,615
65,0,0,0,1,0,0,0,0,0,-,modulos a buen precio! creo ,El Corto Adiós,Gipuzkoa,28/05/2023,27/07/2023,3/6/2023,224,1388
66,0,0,0,1,0,0,0,0,0,korg,korg monologue ,alfred,Madrid,29/05/2023,28/07/2023,3/6/2023,169,622
67,0,0,0,1,0,0,0,0,0,eurorack,"eurorack módulos, maletín, sintes, multipistas, grabadora ",infamegarcia,Lugo,17/04/2023,25/06/2023,3/6/2023,2150,1239
68,0,0,0,1,0,0,0,0,0,eurorack,"doepfer a-100 eurorack mini case, raw ",Tomasynt,Madrid,13/04/2023,27/06/2023,3/6/2023,288,863
69,0,0,0,1,0,0,0,0,0,yamaha,sintetizador yamaha mx49 ,Funnyman,Madrid,28/05/2023,27/07/2023,3/6/2023,130,844
